starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 12:43:20 2024	1726731800	3	29	32	28
Thu Sep 19 12:43:20 2024	1726731800	12	20	32	14
Thu Sep 19 12:43:20 2024	1726731800	4	28	32	23
Thu Sep 19 12:43:20 2024	1726731800	2	30	32	24
Thu Sep 19 12:43:20 2024	1726731800	3	29	33	28
Thu Sep 19 12:43:20 2024	1726731800	1	32	33	9
Thu Sep 19 12:43:20 2024	1726731800	13	19	33	18
Thu Sep 19 12:43:20 2024	1726731800	12	20	33	14
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	29
Thu Sep 19 12:43:20 2024	1726731800	13	19	33	18
Thu Sep 19 12:43:20 2024	1726731800	1	32	33	9
Thu Sep 19 12:43:20 2024	1726731800	2	30	33	24
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	23
Thu Sep 19 12:43:20 2024	1726731800	14	19	33	18
Thu Sep 19 12:43:20 2024	1726731800	2	30	33	24
Thu Sep 19 12:43:20 2024	1726731800	2	31	33	24
Thu Sep 19 12:43:20 2024	1726731800	2	31	33	24
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	29
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	29
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	23
Thu Sep 19 12:43:20 2024	1726731800	14	19	33	18
Thu Sep 19 12:43:20 2024	1726731800	12	21	33	15
Thu Sep 19 12:43:20 2024	1726731800	20	13	33	10
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	29
Thu Sep 19 12:43:20 2024	1726731800	14	19	33	18
Thu Sep 19 12:43:20 2024	1726731800	25	8	33	8
Thu Sep 19 12:43:20 2024	1726731800	11	22	33	19
Thu Sep 19 12:43:20 2024	1726731800	14	20	33	18
Thu Sep 19 12:43:20 2024	1726731800	12	22	33	15
Thu Sep 19 12:43:20 2024	1726731800	14	20	33	15
Thu Sep 19 12:43:20 2024	1726731800	11	22	33	19
Thu Sep 19 12:43:20 2024	1726731800	14	20	33	18
Thu Sep 19 12:43:20 2024	1726731800	4	30	33	29
Thu Sep 19 12:43:20 2024	1726731800	12	22	33	16
Thu Sep 19 12:43:20 2024	1726731800	13	21	33	18
Thu Sep 19 12:43:20 2024	1726731800	4	29	33	23
Thu Sep 19 12:43:20 2024	1726731800	15	19	33	17
Thu Sep 19 12:43:20 2024	1726731800	12	22	33	16
Thu Sep 19 12:43:20 2024	1726731800	4	30	33	29
Thu Sep 19 12:43:20 2024	1726731800	19	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	29
Thu Sep 19 12:43:20 2024	1726731800	5	29	34	29
Thu Sep 19 12:43:20 2024	1726731800	15	19	34	17
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	15
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	12	21	34	19
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	29
Thu Sep 19 12:43:20 2024	1726731800	15	19	34	18
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	18
Thu Sep 19 12:43:20 2024	1726731800	15	19	34	18
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	22
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	18
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	23
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	18
Thu Sep 19 12:43:20 2024	1726731800	5	29	34	9
Thu Sep 19 12:43:20 2024	1726731800	13	21	34	19
Thu Sep 19 12:43:20 2024	1726731800	2	33	34	32
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	29
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	29
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	18
Thu Sep 19 12:43:20 2024	1726731800	5	29	34	28
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	23
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	23
Thu Sep 19 12:43:20 2024	1726731800	17	17	34	17
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	18
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	20	14	34	14
Thu Sep 19 12:43:20 2024	1726731800	5	29	34	9
Thu Sep 19 12:43:20 2024	1726731800	13	21	34	12
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	23
Thu Sep 19 12:43:20 2024	1726731800	15	19	34	18
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	14
Thu Sep 19 12:43:20 2024	1726731800	13	21	34	19
Thu Sep 19 12:43:20 2024	1726731800	12	22	34	16
Thu Sep 19 12:43:20 2024	1726731800	4	30	34	23
Thu Sep 19 12:43:20 2024	1726731800	5	29	34	9
Thu Sep 19 12:43:20 2024	1726731800	10	24	34	17
Thu Sep 19 12:43:20 2024	1726731800	14	21	34	15
Thu Sep 19 12:43:20 2024	1726731800	14	20	34	15
Thu Sep 19 12:43:20 2024	1726731800	18	17	34	13
Thu Sep 19 12:43:20 2024	1726731800	18	16	34	13
Thu Sep 19 12:43:20 2024	1726731800	4	31	34	29
Thu Sep 19 12:43:20 2024	1726731800	4	31	34	29
Thu Sep 19 12:43:20 2024	1726731800	13	22	35	19
Thu Sep 19 12:43:20 2024	1726731800	20	15	35	14
Thu Sep 19 12:43:20 2024	1726731800	4	30	35	23
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	15
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	18
Thu Sep 19 12:43:20 2024	1726731800	10	24	35	17
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	18
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	1	33	35	27
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	15
Thu Sep 19 12:43:20 2024	1726731800	4	31	35	29
Thu Sep 19 12:43:20 2024	1726731800	0	34	35	24
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	13	22	35	19
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	18
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	15
Thu Sep 19 12:43:20 2024	1726731800	4	31	35	29
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	18
Thu Sep 19 12:43:20 2024	1726731800	13	22	35	19
Thu Sep 19 12:43:20 2024	1726731800	21	13	35	10
Thu Sep 19 12:43:20 2024	1726731800	14	20	35	15
Thu Sep 19 12:43:20 2024	1726731800	1	34	35	27
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	19
Thu Sep 19 12:43:20 2024	1726731800	4	31	35	29
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	16	19	35	18
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	6	29	35	29
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	19
Thu Sep 19 12:43:20 2024	1726731800	16	19	35	18
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	21
Thu Sep 19 12:43:21 2024	1726731801	7	28	35	20
Thu Sep 19 12:43:20 2024	1726731800	2	34	35	33
Thu Sep 19 12:43:20 2024	1726731800	7	28	35	18
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	19
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	6	29	35	29
Thu Sep 19 12:43:20 2024	1726731800	1	34	35	27
Thu Sep 19 12:43:20 2024	1726731800	13	23	35	19
Thu Sep 19 12:43:20 2024	1726731800	14	22	35	21
Thu Sep 19 12:43:20 2024	1726731800	3	32	35	24
Thu Sep 19 12:43:20 2024	1726731800	3	32	35	24
Thu Sep 19 12:43:20 2024	1726731800	15	21	35	15
Thu Sep 19 12:43:21 2024	1726731801	7	28	35	20
Thu Sep 19 12:43:20 2024	1726731800	13	23	35	19
Thu Sep 19 12:43:20 2024	1726731800	14	21	35	19
Thu Sep 19 12:43:20 2024	1726731800	6	29	35	29
Thu Sep 19 12:43:20 2024	1726731800	18	17	35	13
Thu Sep 19 12:43:20 2024	1726731800	12	23	35	18
Thu Sep 19 12:43:20 2024	1726731800	14	22	35	21
Thu Sep 19 12:43:21 2024	1726731801	7	29	35	20
Thu Sep 19 12:43:20 2024	1726731800	3	32	35	24
Thu Sep 19 12:43:20 2024	1726731800	2	33	36	25
Thu Sep 19 12:43:20 2024	1726731800	14	22	36	21
Thu Sep 19 12:43:21 2024	1726731801	7	29	36	20
Thu Sep 19 12:43:20 2024	1726731800	17	19	36	12
Thu Sep 19 12:43:20 2024	1726731800	16	19	36	13
Thu Sep 19 12:43:20 2024	1726731800	16	19	36	13
Thu Sep 19 12:43:20 2024	1726731800	16	20	36	13
Thu Sep 19 12:43:21 2024	1726731801	14	22	36	21
Thu Sep 19 12:43:20 2024	1726731800	16	20	36	13
Thu Sep 19 12:43:21 2024	1726731801	14	21	36	21
Thu Sep 19 12:43:20 2024	1726731800	16	20	36	13
Thu Sep 19 12:43:20 2024	1726731800	18	17	36	13
Thu Sep 19 12:43:20 2024	1726731800	15	20	36	14
Thu Sep 19 12:43:21 2024	1726731801	14	21	36	21
Thu Sep 19 12:43:20 2024	1726731800	19	16	36	14
Thu Sep 19 12:43:20 2024	1726731800	15	20	36	14
Thu Sep 19 12:43:20 2024	1726731800	15	21	36	14
Thu Sep 19 12:43:20 2024	1726731800	15	21	36	15
Thu Sep 19 12:43:20 2024	1726731800	15	21	36	15
Thu Sep 19 12:43:20 2024	1726731800	2	34	36	24
Thu Sep 19 12:43:20 2024	1726731800	15	20	36	14
Thu Sep 19 12:43:21 2024	1726731801	14	21	36	21
Thu Sep 19 12:43:21 2024	1726731801	7	29	36	20
Thu Sep 19 12:43:20 2024	1726731800	15	20	36	14
Thu Sep 19 12:43:20 2024	1726731800	14	21	36	15
Thu Sep 19 12:43:20 2024	1726731800	14	22	36	15
Thu Sep 19 12:43:20 2024	1726731800	16	20	36	12
Thu Sep 19 12:43:20 2024	1726731800	3	33	36	24
Thu Sep 19 12:43:21 2024	1726731801	14	21	36	21
Thu Sep 19 12:43:21 2024	1726731801	21	15	36	13
Thu Sep 19 12:43:21 2024	1726731801	21	15	36	13
Thu Sep 19 12:43:20 2024	1726731800	3	32	36	24
Thu Sep 19 12:43:21 2024	1726731801	7	29	36	20
Thu Sep 19 12:43:21 2024	1726731801	21	15	36	13
Thu Sep 19 12:43:20 2024	1726731800	23	13	36	9
Thu Sep 19 12:43:21 2024	1726731801	7	29	36	20
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	20
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	20
Thu Sep 19 12:43:20 2024	1726731800	18	18	36	13
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	20
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	20
Thu Sep 19 12:43:21 2024	1726731801	7	29	36	21
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	21
Thu Sep 19 12:43:21 2024	1726731801	13	23	36	21
Thu Sep 19 12:43:20 2024	1726731800	1	35	36	33
Thu Sep 19 12:43:20 2024	1726731800	18	18	36	13
Thu Sep 19 12:43:20 2024	1726731800	23	13	36	11
Thu Sep 19 12:43:20 2024	1726731800	3	34	36	24
Thu Sep 19 12:43:20 2024	1726731800	4	32	36	32
Thu Sep 19 12:43:20 2024	1726731800	0	36	36	29
Thu Sep 19 12:43:20 2024	1726731800	19	18	36	13
Thu Sep 19 12:43:21 2024	1726731801	14	23	36	21
Thu Sep 19 12:43:21 2024	1726731801	14	23	36	21
Thu Sep 19 12:43:20 2024	1726731800	16	20	36	19
Thu Sep 19 12:43:20 2024	1726731800	4	32	36	27
Thu Sep 19 12:43:21 2024	1726731801	14	23	36	21
Thu Sep 19 12:43:21 2024	1726731801	14	23	37	21
Thu Sep 19 12:43:20 2024	1726731800	1	35	37	33
Thu Sep 19 12:43:20 2024	1726731800	15	21	37	9
Thu Sep 19 12:43:21 2024	1726731801	14	23	37	21
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	1	36	37	33
Thu Sep 19 12:43:20 2024	1726731800	23	14	37	10
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	1	35	37	33
Thu Sep 19 12:43:20 2024	1726731800	12	25	37	23
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	5	32	37	32
Thu Sep 19 12:43:20 2024	1726731800	24	13	37	11
Thu Sep 19 12:43:20 2024	1726731800	5	32	37	32
Thu Sep 19 12:43:20 2024	1726731800	12	25	37	24
Thu Sep 19 12:43:20 2024	1726731800	24	13	37	11
Thu Sep 19 12:43:21 2024	1726731801	14	23	37	21
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	19	18	37	13
Thu Sep 19 12:43:20 2024	1726731800	3	34	37	28
Thu Sep 19 12:43:20 2024	1726731800	5	32	37	32
Thu Sep 19 12:43:20 2024	1726731800	24	13	37	11
Thu Sep 19 12:43:20 2024	1726731800	17	20	37	19
Thu Sep 19 12:43:20 2024	1726731800	16	21	37	19
Thu Sep 19 12:43:20 2024	1726731800	12	25	37	24
Thu Sep 19 12:43:20 2024	1726731800	5	32	37	32
Thu Sep 19 12:43:20 2024	1726731800	24	13	37	11
Thu Sep 19 12:43:20 2024	1726731800	16	21	37	19
Thu Sep 19 12:43:20 2024	1726731800	16	21	37	12
Thu Sep 19 12:43:20 2024	1726731800	16	21	38	19
Thu Sep 19 12:43:20 2024	1726731800	18	19	38	12
Thu Sep 19 12:43:20 2024	1726731800	14	23	38	15
Thu Sep 19 12:43:20 2024	1726731800	0	38	38	31
Thu Sep 19 12:43:20 2024	1726731800	13	25	38	19
Thu Sep 19 12:43:20 2024	1726731800	15	23	38	15
Thu Sep 19 12:43:20 2024	1726731800	25	13	38	11
Thu Sep 19 12:43:20 2024	1726731800	0	38	38	31
Thu Sep 19 12:43:20 2024	1726731800	14	24	38	18
Thu Sep 19 12:43:20 2024	1726731800	25	13	38	11
Thu Sep 19 12:43:20 2024	1726731800	13	25	38	19
Thu Sep 19 12:43:20 2024	1726731800	31	7	38	5
Thu Sep 19 12:43:20 2024	1726731800	17	21	38	12
Thu Sep 19 12:43:20 2024	1726731800	24	14	38	12
Thu Sep 19 12:43:20 2024	1726731800	17	21	38	21
Thu Sep 19 12:43:20 2024	1726731800	13	25	38	19
Thu Sep 19 12:43:20 2024	1726731800	18	20	38	13
Thu Sep 19 12:43:20 2024	1726731800	15	24	38	15
Thu Sep 19 12:43:20 2024	1726731800	31	7	38	5
Thu Sep 19 12:43:20 2024	1726731800	25	14	38	12
Thu Sep 19 12:43:20 2024	1726731800	17	21	38	12
Thu Sep 19 12:43:20 2024	1726731800	21	17	38	17
Thu Sep 19 12:43:20 2024	1726731800	17	22	38	12
Thu Sep 19 12:43:20 2024	1726731800	15	24	38	18
Thu Sep 19 12:43:20 2024	1726731800	31	7	38	5
Thu Sep 19 12:43:20 2024	1726731800	21	18	38	17
Thu Sep 19 12:43:20 2024	1726731800	15	24	38	15
Thu Sep 19 12:43:21 2024	1726731801	19	20	38	19
Thu Sep 19 12:43:20 2024	1726731800	15	24	38	15
Thu Sep 19 12:43:20 2024	1726731800	15	24	38	18
Thu Sep 19 12:43:20 2024	1726731800	25	14	38	12
Thu Sep 19 12:43:21 2024	1726731801	7	32	38	31
Thu Sep 19 12:43:21 2024	1726731801	7	31	39	21
Thu Sep 19 12:43:20 2024	1726731800	4	35	39	28
Thu Sep 19 12:43:20 2024	1726731800	2	36	39	34
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	25	14	39	12
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:20 2024	1726731800	1	38	39	30
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	12
Thu Sep 19 12:43:20 2024	1726731800	15	24	39	19
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	6
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:21 2024	1726731801	9	30	39	30
Thu Sep 19 12:43:20 2024	1726731800	15	24	39	19
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	12
Thu Sep 19 12:43:21 2024	1726731801	7	32	39	32
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	12
Thu Sep 19 12:43:20 2024	1726731800	15	24	39	19
Thu Sep 19 12:43:21 2024	1726731801	7	32	39	32
Thu Sep 19 12:43:20 2024	1726731800	4	35	39	35
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:21 2024	1726731801	7	32	39	32
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	12
Thu Sep 19 12:43:20 2024	1726731800	17	22	39	12
Thu Sep 19 12:43:20 2024	1726731800	12	28	39	24
Thu Sep 19 12:43:20 2024	1726731800	15	24	39	19
Thu Sep 19 12:43:20 2024	1726731800	32	7	39	5
Thu Sep 19 12:43:21 2024	1726731801	7	32	39	32
Thu Sep 19 12:43:21 2024	1726731801	7	32	39	32
Thu Sep 19 12:43:20 2024	1726731800	12	28	39	24
Thu Sep 19 12:43:20 2024	1726731800	17	23	39	12
Thu Sep 19 12:43:20 2024	1726731800	4	35	40	35
Thu Sep 19 12:43:21 2024	1726731801	7	32	40	32
Thu Sep 19 12:43:20 2024	1726731800	32	8	40	5
Thu Sep 19 12:43:20 2024	1726731800	12	28	40	24
Thu Sep 19 12:43:21 2024	1726731801	8	32	40	32
Thu Sep 19 12:43:20 2024	1726731800	16	23	40	12
Thu Sep 19 12:43:20 2024	1726731800	15	24	40	19
Thu Sep 19 12:43:21 2024	1726731801	17	22	40	10
Thu Sep 19 12:43:21 2024	1726731801	8	32	40	32
Thu Sep 19 12:43:20 2024	1726731800	16	23	40	13
Thu Sep 19 12:43:20 2024	1726731800	7	33	40	30
Thu Sep 19 12:43:20 2024	1726731800	12	28	40	24
Thu Sep 19 12:43:20 2024	1726731800	12	28	40	24
Thu Sep 19 12:43:21 2024	1726731801	8	32	40	32
Thu Sep 19 12:43:21 2024	1726731801	17	23	40	10
Thu Sep 19 12:43:20 2024	1726731800	19	21	40	19
Thu Sep 19 12:43:20 2024	1726731800	18	22	40	13
Thu Sep 19 12:43:20 2024	1726731800	5	35	40	35
Thu Sep 19 12:43:20 2024	1726731800	32	8	40	6
Thu Sep 19 12:43:20 2024	1726731800	7	33	40	30
Thu Sep 19 12:43:20 2024	1726731800	19	21	40	19
Thu Sep 19 12:43:21 2024	1726731801	17	23	40	10
Thu Sep 19 12:43:20 2024	1726731800	32	8	40	8
Thu Sep 19 12:43:21 2024	1726731801	8	32	40	32
Thu Sep 19 12:43:21 2024	1726731801	17	23	40	10
Thu Sep 19 12:43:20 2024	1726731800	22	19	40	15
Thu Sep 19 12:43:21 2024	1726731801	18	23	40	10
Thu Sep 19 12:43:20 2024	1726731800	22	19	40	15
Thu Sep 19 12:43:20 2024	1726731800	5	36	40	35
Thu Sep 19 12:43:20 2024	1726731800	17	24	40	13
Thu Sep 19 12:43:21 2024	1726731801	18	23	40	10
Thu Sep 19 12:43:20 2024	1726731800	22	19	41	15
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	10
Thu Sep 19 12:43:20 2024	1726731800	22	19	41	15
Thu Sep 19 12:43:20 2024	1726731800	17	24	41	6
Thu Sep 19 12:43:20 2024	1726731800	17	24	41	13
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	22
Thu Sep 19 12:43:20 2024	1726731800	33	8	41	8
Thu Sep 19 12:43:20 2024	1726731800	22	19	41	16
Thu Sep 19 12:43:20 2024	1726731800	3	38	41	30
Thu Sep 19 12:43:20 2024	1726731800	3	37	41	30
Thu Sep 19 12:43:21 2024	1726731801	8	33	41	33
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	22
Thu Sep 19 12:43:20 2024	1726731800	9	32	41	28
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	22
Thu Sep 19 12:43:20 2024	1726731800	22	19	41	16
Thu Sep 19 12:43:20 2024	1726731800	16	25	41	19
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	22
Thu Sep 19 12:43:20 2024	1726731800	9	32	41	28
Thu Sep 19 12:43:20 2024	1726731800	22	19	41	16
Thu Sep 19 12:43:20 2024	1726731800	16	25	41	19
Thu Sep 19 12:43:20 2024	1726731800	17	24	41	6
Thu Sep 19 12:43:21 2024	1726731801	18	23	41	22
Thu Sep 19 12:43:20 2024	1726731800	22	20	41	16
Thu Sep 19 12:43:20 2024	1726731800	19	23	41	19
Thu Sep 19 12:43:21 2024	1726731801	8	33	41	33
Thu Sep 19 12:43:20 2024	1726731800	22	20	41	16
Thu Sep 19 12:43:21 2024	1726731801	8	33	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	19
Thu Sep 19 12:43:21 2024	1726731801	8	33	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	1	41	42	25
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	1	41	42	27
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	20
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	22	20	42	16
Thu Sep 19 12:43:20 2024	1726731800	17	25	42	6
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	20
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	22	20	42	16
Thu Sep 19 12:43:20 2024	1726731800	3	40	42	34
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	13
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	20
Thu Sep 19 12:43:21 2024	1726731801	8	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	13
Thu Sep 19 12:43:20 2024	1726731800	19	24	42	13
Thu Sep 19 12:43:21 2024	1726731801	9	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	3	40	42	34
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	20
Thu Sep 19 12:43:20 2024	1726731800	18	24	42	13
Thu Sep 19 12:43:20 2024	1726731800	0	42	42	25
Thu Sep 19 12:43:21 2024	1726731801	9	34	42	33
Thu Sep 19 12:43:20 2024	1726731800	0	42	42	25
Thu Sep 19 12:43:20 2024	1726731800	22	21	42	16
Thu Sep 19 12:43:20 2024	1726731800	34	8	42	8
Thu Sep 19 12:43:20 2024	1726731800	0	42	42	25
Thu Sep 19 12:43:20 2024	1726731800	3	40	42	34
Thu Sep 19 12:43:20 2024	1726731800	18	24	43	13
Thu Sep 19 12:43:21 2024	1726731801	9	34	43	33
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:21 2024	1726731801	9	34	43	33
Thu Sep 19 12:43:20 2024	1726731800	18	25	43	20
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	33	9	43	9
Thu Sep 19 12:43:20 2024	1726731800	22	20	43	16
Thu Sep 19 12:43:20 2024	1726731800	1	42	43	31
Thu Sep 19 12:43:20 2024	1726731800	34	9	43	8
Thu Sep 19 12:43:20 2024	1726731800	18	25	43	20
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	18	25	43	20
Thu Sep 19 12:43:20 2024	1726731800	5	38	43	38
Thu Sep 19 12:43:20 2024	1726731800	34	9	43	9
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	34	9	43	8
Thu Sep 19 12:43:20 2024	1726731800	19	24	43	13
Thu Sep 19 12:43:20 2024	1726731800	5	38	43	38
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	19	25	43	13
Thu Sep 19 12:43:20 2024	1726731800	23	21	43	17
Thu Sep 19 12:43:20 2024	1726731800	5	38	43	38
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	34	9	43	8
Thu Sep 19 12:43:20 2024	1726731800	19	24	43	13
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	34	9	43	9
Thu Sep 19 12:43:20 2024	1726731800	5	39	43	38
Thu Sep 19 12:43:20 2024	1726731800	5	38	43	33
Thu Sep 19 12:43:20 2024	1726731800	19	24	43	13
Thu Sep 19 12:43:20 2024	1726731800	3	40	43	34
Thu Sep 19 12:43:20 2024	1726731800	1	42	43	31
Thu Sep 19 12:43:20 2024	1726731800	5	39	43	38
Thu Sep 19 12:43:20 2024	1726731800	34	10	43	9
Thu Sep 19 12:43:20 2024	1726731800	19	25	44	13
Thu Sep 19 12:43:20 2024	1726731800	5	39	44	38
Thu Sep 19 12:43:21 2024	1726731801	8	36	44	33
Thu Sep 19 12:43:20 2024	1726731800	5	39	44	38
Thu Sep 19 12:43:21 2024	1726731801	9	34	44	33
Thu Sep 19 12:43:20 2024	1726731800	34	10	44	9
Thu Sep 19 12:43:20 2024	1726731800	5	39	44	38
Thu Sep 19 12:43:20 2024	1726731800	5	39	44	38
Thu Sep 19 12:43:21 2024	1726731801	10	34	44	33
Thu Sep 19 12:43:20 2024	1726731800	5	39	44	38
Thu Sep 19 12:43:20 2024	1726731800	4	40	44	40
Thu Sep 19 12:43:20 2024	1726731800	7	37	44	30
Thu Sep 19 12:43:20 2024	1726731800	7	37	44	30
Thu Sep 19 12:43:20 2024	1726731800	7	37	44	30
Thu Sep 19 12:43:20 2024	1726731800	7	37	44	30
Thu Sep 19 12:43:20 2024	1726731800	7	37	44	30
Thu Sep 19 12:43:20 2024	1726731800	32	12	44	11
Thu Sep 19 12:43:20 2024	1726731800	32	12	44	12
